,ID_F,ID_H_x,assay_chembl_id,value_F,type_H,value_H
2512,CHEMBL2088596,CHEMBL2088592,CHEMBL2090357,79.5,IC50,42.7
2513,CHEMBL2088596,CHEMBL2088592,CHEMBL2090358,18.25,IC50,14.01
2514,CHEMBL2088596,CHEMBL2088592,CHEMBL2090360,15.18,IC50,15.15
2515,CHEMBL1203040,CHEMBL1203036,CHEMBL763979,0.051,IC50,0.031
2548,CHEMBL1203057,CHEMBL1203083,CHEMBL768652,2.78,IC50,1.11
2553,CHEMBL1203057,CHEMBL1203083,CHEMBL763979,0.35,IC50,0.31
2626,CHEMBL1553773,CHEMBL1864747,CHEMBL1794455,1.64,IC50,2.54
2629,CHEMBL1553773,CHEMBL1864747,CHEMBL1794475,5.5,IC50,6.9
2638,CHEMBL1553773,CHEMBL1864747,CHEMBL1794498,1.87,IC50,2.71
2641,CHEMBL1553773,CHEMBL1864747,CHEMBL1794522,20.0,IC50,8.4
2650,CHEMBL1553773,CHEMBL1864747,CHEMBL1794538,1.53,IC50,2.12
2653,CHEMBL1553773,CHEMBL1864747,CHEMBL1794578,1.6,IC50,2.8
2662,CHEMBL1553773,CHEMBL1864747,CHEMBL1794420,2.55,IC50,3.6
2665,CHEMBL1553773,CHEMBL1864747,CHEMBL1794387,99.0,IC50,71.0
2676,CHEMBL2403495,CHEMBL2403494,CHEMBL3757056,26.63,IC50,32.45
2679,CHEMBL2403495,CHEMBL2403494,CHEMBL3757057,26.33,IC50,30.67
2682,CHEMBL2071046,CHEMBL2071044,CHEMBL2073181,1042.0,IC50,1107.0
2684,CHEMBL2071046,CHEMBL2071044,CHEMBL2073225,15.0,IC50,29.0
2686,CHEMBL2071143,CHEMBL2071139,CHEMBL2072318,43.87,IC50,34.13
2688,CHEMBL2071143,CHEMBL2071139,CHEMBL2072319,23.87,IC50,24.13
2690,CHEMBL2071143,CHEMBL2071139,CHEMBL2072317,19.87,IC50,20.7
2692,CHEMBL2071143,CHEMBL2071139,CHEMBL2072320,26.62,IC50,22.14
2695,CHEMBL1214740,CHEMBL1214667,CHEMBL1219010,125.0,IC50,125.0
2703,CHEMBL1214740,CHEMBL1214667,CHEMBL1219011,15.0,IC50,18.0
2711,CHEMBL1214740,CHEMBL1214667,CHEMBL1219014,180.3,IC50,199.6
2718,CHEMBL1214740,CHEMBL1214667,CHEMBL1219015,180.3,IC50,199.6
2725,CHEMBL1214741,CHEMBL1214667,CHEMBL1219010,125.0,IC50,125.0
2733,CHEMBL1214741,CHEMBL1214667,CHEMBL1219011,49.0,IC50,18.0
2741,CHEMBL1214741,CHEMBL1214667,CHEMBL1219014,209.6,IC50,199.6
2748,CHEMBL1214741,CHEMBL1214667,CHEMBL1219015,209.6,IC50,199.6
2755,CHEMBL1214742,CHEMBL1214667,CHEMBL1219010,125.0,IC50,125.0
2763,CHEMBL1214742,CHEMBL1214667,CHEMBL1219011,23.0,IC50,18.0
2771,CHEMBL1214742,CHEMBL1214667,CHEMBL1219014,316.9,IC50,199.6
2778,CHEMBL1214742,CHEMBL1214667,CHEMBL1219015,316.9,IC50,199.6
2784,CHEMBL1214781,CHEMBL1214708,CHEMBL1219720,1.98,IC50,1.78
2894,CHEMBL591858,CHEMBL1574132,CHEMBL4384517,5.9,IC50,3.4
2898,CHEMBL591858,CHEMBL1574132,CHEMBL4384518,22.0,IC50,11.0
2902,CHEMBL4464131,CHEMBL1574132,CHEMBL4384517,1.0,IC50,3.4
2906,CHEMBL4464131,CHEMBL1574132,CHEMBL4384518,4.2,IC50,11.0
2911,CHEMBL1214996,CHEMBL1214995,CHEMBL1219720,0.443,IC50,0.271
2983,CHEMBL1164930,CHEMBL1164929,CHEMBL1166260,147.0,IC50,15.7
2984,CHEMBL1164930,CHEMBL1164929,CHEMBL1166261,73.5,IC50,72.6
2985,CHEMBL1164930,CHEMBL1164929,CHEMBL1166262,18.6,IC50,29.4
2986,CHEMBL1164930,CHEMBL1164929,CHEMBL1166372,7.88,IC50,19.5
2987,CHEMBL1164930,CHEMBL1164929,CHEMBL1166373,38.7,IC50,63.3
2989,CHEMBL1173353,CHEMBL1173274,CHEMBL1176304,15.0,IC50,15.0
2990,CHEMBL1173353,CHEMBL1173274,CHEMBL1176303,0.013,IC50,15.0
2991,CHEMBL1173353,CHEMBL1173274,CHEMBL1176302,15.0,IC50,15.0
2992,CHEMBL1173353,CHEMBL1173274,CHEMBL1176290,69.0,IC50,100.0
2993,CHEMBL1173353,CHEMBL1173274,CHEMBL1176289,100.0,IC50,92.0
2994,CHEMBL1173353,CHEMBL1173274,CHEMBL1176288,12.0,IC50,6.4
2995,CHEMBL1173353,CHEMBL1173274,CHEMBL1176286,20.0,IC50,8.9
2996,CHEMBL1173353,CHEMBL1173274,CHEMBL1176115,100.0,IC50,100.0
2997,CHEMBL1173353,CHEMBL1173274,CHEMBL1176114,3800.0,IC50,550.0
2998,CHEMBL1173353,CHEMBL1173274,CHEMBL1176113,4200.0,IC50,1065.0
2999,CHEMBL1173353,CHEMBL1173274,CHEMBL1176305,5.67,IC50,15.0
3000,CHEMBL1173427,CHEMBL1173274,CHEMBL1176304,15.0,IC50,15.0
3001,CHEMBL1173427,CHEMBL1173274,CHEMBL1176303,0.006,IC50,15.0
3002,CHEMBL1173427,CHEMBL1173274,CHEMBL1176302,15.0,IC50,15.0
3003,CHEMBL1173427,CHEMBL1173274,CHEMBL1176290,36.0,IC50,100.0
3004,CHEMBL1173427,CHEMBL1173274,CHEMBL1176289,100.0,IC50,92.0
3005,CHEMBL1173427,CHEMBL1173274,CHEMBL1176288,12.0,IC50,6.4
3006,CHEMBL1173427,CHEMBL1173274,CHEMBL1176286,11.9,IC50,8.9
3007,CHEMBL1173427,CHEMBL1173274,CHEMBL1176115,100.0,IC50,100.0
3008,CHEMBL1173427,CHEMBL1173274,CHEMBL1176114,740.0,IC50,550.0
3009,CHEMBL1173427,CHEMBL1173274,CHEMBL1176113,2140.0,IC50,1065.0
3010,CHEMBL1173427,CHEMBL1173274,CHEMBL1176305,15.0,IC50,15.0
3011,CHEMBL1173275,CHEMBL1173274,CHEMBL1176304,15.0,IC50,15.0
3012,CHEMBL1173275,CHEMBL1173274,CHEMBL1176303,0.012,IC50,15.0
3013,CHEMBL1173275,CHEMBL1173274,CHEMBL1176302,8.6,IC50,15.0
3014,CHEMBL1173275,CHEMBL1173274,CHEMBL1176290,100.0,IC50,100.0
3015,CHEMBL1173275,CHEMBL1173274,CHEMBL1176289,100.0,IC50,92.0
3016,CHEMBL1173275,CHEMBL1173274,CHEMBL1176288,1.3,IC50,6.4
3017,CHEMBL1173275,CHEMBL1173274,CHEMBL1176286,15.0,IC50,8.9
3018,CHEMBL1173275,CHEMBL1173274,CHEMBL1176115,100.0,IC50,100.0
3019,CHEMBL1173275,CHEMBL1173274,CHEMBL1176114,740.0,IC50,550.0
3020,CHEMBL1173275,CHEMBL1173274,CHEMBL1176113,1380.0,IC50,1065.0
3021,CHEMBL1173275,CHEMBL1173274,CHEMBL1176305,4.4,IC50,15.0
3029,CHEMBL1173429,CHEMBL1173274,CHEMBL1176304,15.0,IC50,15.0
3030,CHEMBL1173429,CHEMBL1173274,CHEMBL1176302,15.0,IC50,15.0
3031,CHEMBL1173429,CHEMBL1173274,CHEMBL1176290,23.0,IC50,100.0
3032,CHEMBL1173429,CHEMBL1173274,CHEMBL1176289,62.0,IC50,92.0
3033,CHEMBL1173429,CHEMBL1173274,CHEMBL1176288,6.3,IC50,6.4
3034,CHEMBL1173429,CHEMBL1173274,CHEMBL1176286,11.0,IC50,8.9
3035,CHEMBL1173429,CHEMBL1173274,CHEMBL1176115,100.0,IC50,100.0
3036,CHEMBL1173429,CHEMBL1173274,CHEMBL1176303,0.0056,IC50,15.0
3037,CHEMBL1173429,CHEMBL1173274,CHEMBL1176114,151.0,IC50,550.0
3038,CHEMBL1173429,CHEMBL1173274,CHEMBL1176113,1020.0,IC50,1065.0
3039,CHEMBL1173429,CHEMBL1173274,CHEMBL1176305,15.0,IC50,15.0
3040,CHEMBL2035821,CHEMBL2035816,CHEMBL2038905,75.0,IC50,60.0
3041,CHEMBL2035821,CHEMBL2035816,CHEMBL2038903,0.5,IC50,3.1
3042,CHEMBL2035820,CHEMBL2035816,CHEMBL2038905,29.0,IC50,60.0
3043,CHEMBL2035820,CHEMBL2035816,CHEMBL2038903,4.7,IC50,3.1
3044,CHEMBL2035822,CHEMBL2035816,CHEMBL2038905,39.0,IC50,60.0
3045,CHEMBL2035822,CHEMBL2035816,CHEMBL2038903,6.0,IC50,3.1
3078,CHEMBL2087983,CHEMBL2087965,CHEMBL2091129,3580.0,IC50,5530.0
3080,CHEMBL2087983,CHEMBL2087965,CHEMBL2091130,7.43,IC50,11.3
3082,CHEMBL2087972,CHEMBL2087965,CHEMBL2091129,9200.0,IC50,5530.0
3084,CHEMBL2087972,CHEMBL2087965,CHEMBL2091130,8.61,IC50,11.3
3086,CHEMBL2087978,CHEMBL2087965,CHEMBL2091129,10000.0,IC50,5530.0
3088,CHEMBL2087978,CHEMBL2087965,CHEMBL2091130,10.4,IC50,11.3
3090,CHEMBL2087966,CHEMBL2087965,CHEMBL2091129,3530.0,IC50,5530.0
3092,CHEMBL2087966,CHEMBL2087965,CHEMBL2091130,7.01,IC50,11.3
3094,CHEMBL2087984,CHEMBL2087965,CHEMBL2091129,3820.0,IC50,5530.0
3096,CHEMBL2087984,CHEMBL2087965,CHEMBL2091130,8.92,IC50,11.3
3098,CHEMBL2087982,CHEMBL2087965,CHEMBL2091129,7200.0,IC50,5530.0
3100,CHEMBL2087982,CHEMBL2087965,CHEMBL2091130,29.4,IC50,11.3
3102,CHEMBL1431075,CHEMBL1341870,CHEMBL1794362,6.078328823,IC50,4.468020109
3120,CHEMBL1431075,CHEMBL1341870,CHEMBL1794550,95.98,IC50,100.0
3134,CHEMBL1431075,CHEMBL1341870,CHEMBL1794546,4.466835922,IC50,4.466835922
3185,CHEMBL2057918,CHEMBL3358399,CHEMBL3375467,27.0,IC50,115.0
3186,CHEMBL2057918,CHEMBL3358399,CHEMBL3375466,13.0,IC50,37.0
3198,CHEMBL2058307,CHEMBL2058568,CHEMBL2061761,5.79,IC50,1.25
3200,CHEMBL2058309,CHEMBL2058568,CHEMBL2061761,10.07,IC50,1.25
3202,CHEMBL2058310,CHEMBL2058568,CHEMBL2061761,9.69,IC50,1.25
3204,CHEMBL2058565,CHEMBL2058568,CHEMBL2061761,8.19,IC50,1.25
3206,CHEMBL1202933,CHEMBL1202936,CHEMBL823938,3.1,IC50,20.0
3207,CHEMBL1202939,CHEMBL1202936,CHEMBL823938,24.0,IC50,20.0
3208,CHEMBL3186928,CHEMBL1534849,CHEMBL3215179,13.9,IC50,5.09
3213,CHEMBL3186928,CHEMBL1534849,CHEMBL3215197,6.91,IC50,11.0
3222,CHEMBL1224327,CHEMBL1224328,CHEMBL1225687,2.0,IC50,9.0
3224,CHEMBL1224327,CHEMBL1224328,CHEMBL1225686,6.0,IC50,22.0
3227,CHEMBL1224327,CHEMBL1224328,CHEMBL1225688,100.0,IC50,100.0
3229,CHEMBL1224246,CHEMBL1224328,CHEMBL1225686,20.0,IC50,22.0
3232,CHEMBL1224339,CHEMBL1224258,CHEMBL1226015,0.5,IC50,1.5
3233,CHEMBL1224186,CHEMBL1224258,CHEMBL1226015,0.6,IC50,1.5
3234,CHEMBL1215613,CHEMBL1215467,CHEMBL1219212,90.0,IC50,0.031
3235,CHEMBL1215612,CHEMBL1215467,CHEMBL1219212,75.0,IC50,0.031
3236,CHEMBL1215614,CHEMBL1215467,CHEMBL1219212,25.0,IC50,0.031
3237,CHEMBL1215609,CHEMBL1215467,CHEMBL1219212,30.0,IC50,0.031
3240,CHEMBL1215667,CHEMBL1215600,CHEMBL1219010,47.0,IC50,36.0
3248,CHEMBL1215667,CHEMBL1215600,CHEMBL1219011,47.0,IC50,36.0
3256,CHEMBL1215667,CHEMBL1215600,CHEMBL1219014,171.3,IC50,64.7
3263,CHEMBL1215667,CHEMBL1215600,CHEMBL1219015,171.3,IC50,64.7
3270,CHEMBL1215669,CHEMBL1215600,CHEMBL1219010,26.0,IC50,36.0
3278,CHEMBL1215669,CHEMBL1215600,CHEMBL1219011,26.0,IC50,36.0
3286,CHEMBL1215669,CHEMBL1215600,CHEMBL1219014,34.1,IC50,64.7
3293,CHEMBL1215669,CHEMBL1215600,CHEMBL1219015,34.1,IC50,64.7
3300,CHEMBL1215668,CHEMBL1215600,CHEMBL1219010,36.0,IC50,36.0
3308,CHEMBL1215668,CHEMBL1215600,CHEMBL1219011,36.0,IC50,36.0
3316,CHEMBL1215668,CHEMBL1215600,CHEMBL1219014,26.5,IC50,64.7
3323,CHEMBL1215668,CHEMBL1215600,CHEMBL1219015,26.5,IC50,64.7
3328,CHEMBL1224573,CHEMBL1224504,CHEMBL1225733,4.0,IC50,4.2
3331,CHEMBL1224573,CHEMBL1224504,CHEMBL1225727,100.0,IC50,72.0
3334,CHEMBL1224573,CHEMBL1224504,CHEMBL1225728,100.0,IC50,100.0
3337,CHEMBL1224573,CHEMBL1224504,CHEMBL1225729,100.0,IC50,31.4
3340,CHEMBL1224573,CHEMBL1224504,CHEMBL1225730,100.0,IC50,100.0
3343,CHEMBL1224573,CHEMBL1224504,CHEMBL1225731,100.0,IC50,100.0
3346,CHEMBL1224573,CHEMBL1224504,CHEMBL1225732,100.0,IC50,100.0
3349,CHEMBL2086598,CHEMBL2086595,CHEMBL2091655,74.0,IC50,298.0
3352,CHEMBL1275972,CHEMBL1275942,CHEMBL1285410,3.1,IC50,2.4
3355,CHEMBL1275972,CHEMBL1275942,CHEMBL1285409,0.6,IC50,1.3
3378,CHEMBL1224758,CHEMBL1224755,CHEMBL1228530,2.2,IC50,2.5
3381,CHEMBL2086890,CHEMBL2089386,CHEMBL2091156,0.19,IC50,0.12
3388,CHEMBL2086890,CHEMBL2089386,CHEMBL2091158,2.4,IC50,4.9
3393,CHEMBL2086890,CHEMBL2089386,CHEMBL2091159,80.0,IC50,80.0
3398,CHEMBL2086890,CHEMBL2089386,CHEMBL2091160,0.051,IC50,0.43
3403,CHEMBL2086482,CHEMBL2089386,CHEMBL2091156,2.3,IC50,0.12
3410,CHEMBL2086482,CHEMBL2089386,CHEMBL2091158,80.0,IC50,4.9
3415,CHEMBL2086482,CHEMBL2089386,CHEMBL2091160,8.9,IC50,0.43
3442,CHEMBL1209074,CHEMBL1086048,CHEMBL1212595,0.012,IC50,0.0053
3444,CHEMBL252633,CHEMBL398509,CHEMBL927234,0.0063,IC50,0.0008
3448,CHEMBL240771,CHEMBL240776,CHEMBL902038,1.8,IC50,2.6
3450,CHEMBL240771,CHEMBL240776,CHEMBL902040,16.3,IC50,35.3
3457,CHEMBL1490925,CHEMBL1412089,CHEMBL1613799,20.37,IC50,29.04
3469,CHEMBL1580706,CHEMBL1412089,CHEMBL1613799,14.58,IC50,29.04
3494,CHEMBL363232,CHEMBL365660,CHEMBL828153,2.5,IC50,2.4
3496,CHEMBL363232,CHEMBL365660,CHEMBL832737,3.1,IC50,4.6
3499,CHEMBL363338,CHEMBL361084,CHEMBL828153,1.9,IC50,1.8
3501,CHEMBL363338,CHEMBL361084,CHEMBL832737,3.8,IC50,2.9
3502,CHEMBL363573,CHEMBL188252,CHEMBL829588,2.78,IC50,0.42
3507,CHEMBL365024,CHEMBL187665,CHEMBL829588,1.53,IC50,1.83
3512,CHEMBL189767,CHEMBL188447,CHEMBL829588,0.48,IC50,0.43
3516,CHEMBL188755,CHEMBL188447,CHEMBL829588,0.32,IC50,0.43
3518,CHEMBL427356,CHEMBL193856,CHEMBL881408,30.0,IC50,1.0
3520,CHEMBL427356,CHEMBL193856,CHEMBL882588,0.1,IC50,10.0
3522,CHEMBL427356,CHEMBL193856,CHEMBL881519,10.0,IC50,10.0
3524,CHEMBL427356,CHEMBL193856,CHEMBL881760,1.0,IC50,10.0
3525,CHEMBL427356,CHEMBL193856,CHEMBL864355,30.0,IC50,1.0
3528,CHEMBL427356,CHEMBL193856,CHEMBL863190,10.0,IC50,10.0
3530,CHEMBL427356,CHEMBL193856,CHEMBL863191,1.0,IC50,10.0
3531,CHEMBL427356,CHEMBL193856,CHEMBL864356,0.1,IC50,10.0
3534,CHEMBL197573,CHEMBL193856,CHEMBL881408,3.1,IC50,1.0
3536,CHEMBL197573,CHEMBL193856,CHEMBL882588,0.5,IC50,10.0
3538,CHEMBL197573,CHEMBL193856,CHEMBL881519,0.4,IC50,10.0
3540,CHEMBL197573,CHEMBL193856,CHEMBL881760,3.2,IC50,10.0
3541,CHEMBL197573,CHEMBL193856,CHEMBL864355,3.1,IC50,1.0
3544,CHEMBL197573,CHEMBL193856,CHEMBL863190,0.4,IC50,10.0
3546,CHEMBL197573,CHEMBL193856,CHEMBL863191,3.2,IC50,10.0
3547,CHEMBL197573,CHEMBL193856,CHEMBL864356,0.5,IC50,10.0
3551,CHEMBL1594488,CHEMBL1586107,CHEMBL1614529,2.28399793,IC50,2.930114053
3627,CHEMBL192789,CHEMBL363398,CHEMBL833527,100.0,IC50,100.0
3634,CHEMBL192789,CHEMBL363398,CHEMBL833528,0.06,IC50,0.48
3641,CHEMBL192789,CHEMBL363398,CHEMBL985686,100.0,IC50,100.0
3646,CHEMBL192789,CHEMBL363398,CHEMBL985687,0.06,IC50,0.48
3651,CHEMBL1404998,CHEMBL1523213,CHEMBL1614063,100.0,IC50,100.0
3681,CHEMBL1404998,CHEMBL1523213,CHEMBL1738497,100.0,IC50,100.0
3693,CHEMBL1404998,CHEMBL1523213,CHEMBL1738510,1.09,IC50,0.392
3916,CHEMBL184956,CHEMBL364838,CHEMBL828580,14.0,IC50,5.5
3917,CHEMBL184956,CHEMBL364838,CHEMBL831704,10.0,IC50,10.0
3918,CHEMBL184956,CHEMBL364838,CHEMBL832829,10.0,IC50,10.0
3926,CHEMBL205229,CHEMBL6640,CHEMBL2352940,29.0,IC50,770.0
3928,CHEMBL428527,CHEMBL16104,CHEMBL755945,0.06,IC50,0.24
4113,CHEMBL380926,CHEMBL208280,CHEMBL861120,2.0,IC50,0.63
4117,CHEMBL382466,CHEMBL205260,CHEMBL860750,0.24,IC50,0.191
4128,CHEMBL381948,CHEMBL205736,CHEMBL860750,0.048,IC50,0.107
4131,CHEMBL381948,CHEMBL205736,CHEMBL1048115,48.0,IC50,107.0
4137,CHEMBL43989,CHEMBL297185,CHEMBL645895,0.071,IC50,0.39
4139,CHEMBL43989,CHEMBL297185,CHEMBL645898,0.069,IC50,0.23
4141,CHEMBL34118,CHEMBL33400,CHEMBL642975,0.57,IC50,3.2
4146,CHEMBL33835,CHEMBL33400,CHEMBL642975,0.13,IC50,3.2
4151,CHEMBL33835,CHEMBL33400,CHEMBL642975,0.058,IC50,3.2
4159,CHEMBL287152,CHEMBL33400,CHEMBL642975,0.18,IC50,3.2
4164,CHEMBL1236095,CHEMBL1808340,CHEMBL1809662,10.0,IC50,1.45
4173,CHEMBL1236095,CHEMBL1808340,CHEMBL1809663,10.0,IC50,10.0
4182,CHEMBL1236095,CHEMBL1808340,CHEMBL1809664,10.0,IC50,0.237
4191,CHEMBL1236095,CHEMBL1808340,CHEMBL1809661,0.182,IC50,0.084
4200,CHEMBL1236095,CHEMBL1808340,CHEMBL1809665,1.0,IC50,0.15
4209,CHEMBL1236095,CHEMBL1808340,CHEMBL1809667,0.032,IC50,0.016
4223,CHEMBL166490,CHEMBL166875,CHEMBL679704,10.0,IC50,2.7
4226,CHEMBL160939,CHEMBL345415,CHEMBL748168,219.0,IC50,181.0
4229,CHEMBL160939,CHEMBL345415,CHEMBL748601,1.61,IC50,1.07
4233,CHEMBL1277897,CHEMBL1277260,CHEMBL1287202,17.2,IC50,19.5
4236,CHEMBL39831,CHEMBL434597,CHEMBL685962,6.3,IC50,65.6
4242,CHEMBL39147,CHEMBL434597,CHEMBL685962,5.1,IC50,65.6
4249,CHEMBL41719,CHEMBL219648,CHEMBL855443,0.005,IC50,0.01
4253,CHEMBL1278172,CHEMBL1278083,CHEMBL1285662,2.997,IC50,2.491
4256,CHEMBL1278172,CHEMBL1278083,CHEMBL1285661,100.0,IC50,83.0
4258,CHEMBL1278172,CHEMBL1278083,CHEMBL1285660,18.3,IC50,35.54
4260,CHEMBL1278172,CHEMBL1278083,CHEMBL1285659,10.4,IC50,20.2
4263,CHEMBL1278172,CHEMBL1278083,CHEMBL1285658,7.379,IC50,5.83
4265,CHEMBL1278172,CHEMBL1278083,CHEMBL1285657,100.0,IC50,19.29
4268,CHEMBL1278172,CHEMBL1278083,CHEMBL1285663,100.0,IC50,100.0
4278,CHEMBL297460,CHEMBL46827,CHEMBL646536,4.7,IC50,5.0
4279,CHEMBL306970,CHEMBL302709,CHEMBL820172,0.007,IC50,0.01
4281,CHEMBL306970,CHEMBL302709,CHEMBL818808,0.004,IC50,0.005
4285,CHEMBL1403349,CHEMBL1416100,CHEMBL2114714,10.5,IC50,4.05
4330,CHEMBL1403349,CHEMBL1416100,CHEMBL2114717,64.0,IC50,64.0
4337,CHEMBL1403349,CHEMBL1416100,CHEMBL2114719,5.86,IC50,12.6
4357,CHEMBL1403349,CHEMBL1416100,CHEMBL3215168,2.03,IC50,2.58
4359,CHEMBL1403349,CHEMBL1416100,CHEMBL3215198,64.0,IC50,64.0
4361,CHEMBL1403349,CHEMBL1416100,CHEMBL3215241,1.58,IC50,7.34
4365,CHEMBL1403349,CHEMBL1416100,CHEMBL3214873,64.0,IC50,64.0
4369,CHEMBL1403349,CHEMBL1416100,CHEMBL3374323,1.27,IC50,1.2
4372,CHEMBL1946062,CHEMBL1945882,CHEMBL1948627,55.0,IC50,74.0
4375,CHEMBL1946062,CHEMBL1945882,CHEMBL1948628,154.0,IC50,27.0
4379,CHEMBL1946061,CHEMBL1945882,CHEMBL1948627,96.0,IC50,74.0
4382,CHEMBL1946061,CHEMBL1945882,CHEMBL1948628,30.0,IC50,27.0
4385,CHEMBL1946061,CHEMBL1945882,CHEMBL1948261,177.0,IC50,59.0
4386,CHEMBL1946063,CHEMBL1945882,CHEMBL1948627,23.0,IC50,74.0
4389,CHEMBL1946063,CHEMBL1945882,CHEMBL1948628,24.0,IC50,27.0
4392,CHEMBL1946063,CHEMBL1945882,CHEMBL1948261,48.0,IC50,59.0
4393,CHEMBL1945886,CHEMBL1945882,CHEMBL1948627,31.0,IC50,74.0
4399,CHEMBL1945886,CHEMBL1945882,CHEMBL1948261,82.0,IC50,59.0
4400,CHEMBL181773,CHEMBL362597,CHEMBL832944,68.0,IC50,100.0
4414,CHEMBL182631,CHEMBL361600,CHEMBL832944,3.2,IC50,29.0
4421,CHEMBL1950848,CHEMBL1949685,CHEMBL1952922,0.033,IC50,0.04
4424,CHEMBL1950849,CHEMBL1949685,CHEMBL1952922,0.068,IC50,0.04
4427,CHEMBL1950850,CHEMBL1949685,CHEMBL1952922,0.018,IC50,0.04
4430,CHEMBL183771,CHEMBL179945,CHEMBL833071,0.5,IC50,0.8
4431,CHEMBL183771,CHEMBL179945,CHEMBL831130,0.16,IC50,0.25
4433,CHEMBL362471,CHEMBL179945,CHEMBL831130,0.29,IC50,0.25
4435,CHEMBL360314,CHEMBL179945,CHEMBL831130,0.14,IC50,0.25
4437,CHEMBL180595,CHEMBL179945,CHEMBL833071,0.25,IC50,0.8
4438,CHEMBL180595,CHEMBL179945,CHEMBL831130,0.18,IC50,0.25
4440,CHEMBL183571,CHEMBL179945,CHEMBL833071,0.8,IC50,0.8
4441,CHEMBL183571,CHEMBL179945,CHEMBL831130,0.29,IC50,0.25
4443,CHEMBL180596,CHEMBL179945,CHEMBL833071,1.3,IC50,0.8
4444,CHEMBL180596,CHEMBL179945,CHEMBL831130,0.32,IC50,0.25
4481,CHEMBL185122,CHEMBL363221,CHEMBL824904,23.0,IC50,9.6
4482,CHEMBL289779,CHEMBL282672,CHEMBL745939,0.73,IC50,9.8
4488,CHEMBL289779,CHEMBL282672,CHEMBL752467,0.73,IC50,9.8
4494,CHEMBL289779,CHEMBL282672,CHEMBL746729,0.73,IC50,9.8
4498,CHEMBL1934685,CHEMBL1934558,CHEMBL1936595,0.034,IC50,7.24
4506,CHEMBL187652,CHEMBL1098826,CHEMBL2350350,0.3,IC50,24.0
4509,CHEMBL185679,CHEMBL181855,CHEMBL835746,0.41,IC50,0.53
4511,CHEMBL187915,CHEMBL188528,CHEMBL829091,1.4,IC50,2.0
4520,CHEMBL187915,CHEMBL188528,CHEMBL829540,47.0,IC50,155.0
4529,CHEMBL193456,CHEMBL197270,CHEMBL831706,0.59,IC50,2.19
4538,CHEMBL373103,CHEMBL197270,CHEMBL831706,1.96,IC50,2.19
4540,CHEMBL32812,CHEMBL134421,CHEMBL654296,10000.0,IC50,10000.0
4545,CHEMBL32812,CHEMBL134421,CHEMBL654135,795.0,IC50,650.0
4546,CHEMBL32812,CHEMBL134421,CHEMBL654290,458.0,IC50,737.0
4547,CHEMBL32812,CHEMBL134421,CHEMBL654292,10000.0,IC50,3000.0
4548,CHEMBL32812,CHEMBL134421,CHEMBL654137,10000.0,IC50,10000.0
4550,CHEMBL435822,CHEMBL134421,CHEMBL654296,10000.0,IC50,10000.0
4555,CHEMBL137103,CHEMBL134421,CHEMBL654296,10000.0,IC50,10000.0
4563,CHEMBL137103,CHEMBL134421,CHEMBL654137,10000.0,IC50,10000.0
4565,CHEMBL428125,CHEMBL134421,CHEMBL654296,3.2,IC50,10000.0
4570,CHEMBL342426,CHEMBL134421,CHEMBL654296,10000.0,IC50,10000.0
4578,CHEMBL342426,CHEMBL134421,CHEMBL654137,10000.0,IC50,10000.0
4582,CHEMBL344644,CHEMBL134421,CHEMBL654296,220.0,IC50,10000.0
4587,CHEMBL342190,CHEMBL134421,CHEMBL654296,10000.0,IC50,10000.0
4592,CHEMBL135138,CHEMBL134421,CHEMBL654296,531.0,IC50,10000.0
4601,CHEMBL136464,CHEMBL134421,CHEMBL654296,10000.0,IC50,10000.0
4606,CHEMBL197936,CHEMBL361325,CHEMBL873554,3.0,IC50,190.0
4609,CHEMBL20648,CHEMBL338733,CHEMBL676561,17.2,IC50,15.2
4615,CHEMBL20648,CHEMBL338733,CHEMBL803041,1920.0,IC50,743.0
4642,CHEMBL135859,CHEMBL338733,CHEMBL676561,14.0,IC50,15.2
4648,CHEMBL135859,CHEMBL338733,CHEMBL803041,1260.0,IC50,743.0
4674,CHEMBL555535,CHEMBL552540,CHEMBL746892,0.037,IC50,0.057
4679,CHEMBL543867,CHEMBL543148,CHEMBL746892,0.019,IC50,0.04
4682,CHEMBL413524,CHEMBL162112,CHEMBL683176,111.0,IC50,67.0
4683,CHEMBL413524,CHEMBL162112,CHEMBL683165,78.0,IC50,130.0
4920,CHEMBL1223960,CHEMBL1223957,CHEMBL1225925,0.37,IC50,0.13
4922,CHEMBL1223961,CHEMBL1223957,CHEMBL1225925,1.1,IC50,0.13
4924,CHEMBL1223959,CHEMBL1223957,CHEMBL1225925,0.25,IC50,0.13
4937,CHEMBL158047,CHEMBL158813,CHEMBL754904,66.1,IC50,70.2
4942,CHEMBL158047,CHEMBL158813,CHEMBL620539,66.1,IC50,70.2
4947,CHEMBL158047,CHEMBL158813,CHEMBL692406,66.1,IC50,70.2
4953,CHEMBL1224146,CHEMBL1223878,CHEMBL1225925,0.22,IC50,0.67
4955,CHEMBL1224147,CHEMBL1223878,CHEMBL1225925,0.63,IC50,0.67
4959,CHEMBL1221438,CHEMBL1223878,CHEMBL1225925,0.23,IC50,0.67
4960,CHEMBL43431,CHEMBL296055,CHEMBL637691,0.023,IC50,0.017
4961,CHEMBL368397,CHEMBL172882,CHEMBL734272,0.37,IC50,0.26
4965,CHEMBL174257,CHEMBL172882,CHEMBL734272,0.27,IC50,0.26
